field,band,peak,snr_value
SPLUS-s23s47.fits,i,19.176037,10
SPLUS-s23s47.fits,i,17.194855,50
SPLUS-s23s47.fits,r,21.548817,3
SPLUS-s23s47.fits,r,20.735085,5
SPLUS-s23s47.fits,r,19.707968,10
SPLUS-s23s47.fits,r,18.37551,50
SPLUS-s23s47.fits,u,21.40537,3
SPLUS-s23s47.fits,u,20.664738,5
SPLUS-s23s47.fits,u,18.90895,10
SPLUS-s23s47.fits,u,17.898367,50
SPLUS-s23s47.fits,z,19.946396,3
SPLUS-s23s47.fits,z,19.131546,5
SPLUS-s23s47.fits,z,18.625841,10
SPLUS-s23s47.fits,z,17.138462,50
SPLUS-s23s47.fits,g,21.138477,3
SPLUS-s23s47.fits,g,20.433084,5
SPLUS-s23s47.fits,g,19.365416,10
SPLUS-s23s47.fits,g,18.235455,50
SPLUS-n12s51.fits,J0378,19.830269,3
SPLUS-n12s51.fits,J0378,19.55063,5
SPLUS-n12s51.fits,J0378,18.931702,10
SPLUS-n12s51.fits,J0378,17.153345,50
SPLUS-n12s51.fits,J0395,19.877247,3
SPLUS-n12s51.fits,J0395,19.20684,5
SPLUS-n12s51.fits,J0395,18.731083,10
SPLUS-n12s51.fits,J0395,16.536,50
SPLUS-n12s51.fits,J0410,19.845528,3
SPLUS-n12s51.fits,J0410,19.159225,5
SPLUS-n12s51.fits,J0410,18.646513,10
SPLUS-n12s51.fits,J0410,16.830002,50
SPLUS-n12s51.fits,J0430,19.846197,3
SPLUS-n12s51.fits,J0430,18.969973,5
SPLUS-n12s51.fits,J0430,18.66636,10
SPLUS-n12s51.fits,J0430,17.010372,50
SPLUS-n12s51.fits,J0515,20.280317,3
SPLUS-n12s51.fits,J0515,19.302309,5
SPLUS-n12s51.fits,J0515,18.675446,10
SPLUS-n12s51.fits,J0515,16.77136,50
SPLUS-n12s51.fits,J0660,20.719538,3
SPLUS-n12s51.fits,J0660,20.237345,5
SPLUS-n12s51.fits,J0660,19.185432,10
SPLUS-n12s51.fits,J0660,17.273205,50
SPLUS-n12s51.fits,J0861,19.792044,3
SPLUS-n12s51.fits,J0861,18.940413,5
SPLUS-n12s51.fits,J0861,17.891647,10
SPLUS-n12s51.fits,J0861,16.400864,50
SPLUS-n12s51.fits,i,20.566061,3
SPLUS-n12s51.fits,i,19.90231,5
SPLUS-n12s51.fits,i,19.03609,10
SPLUS-n12s51.fits,i,17.310028,50
SPLUS-n12s51.fits,r,20.855461,3
SPLUS-n12s51.fits,r,19.873678,5
SPLUS-n12s51.fits,r,19.525156,10
SPLUS-n12s51.fits,r,17.925879,50
SPLUS-n12s51.fits,u,20.243824,3
SPLUS-n12s51.fits,u,19.782513,5
SPLUS-n12s51.fits,u,19.052368,10
SPLUS-n12s51.fits,u,16.83517,50
SPLUS-n12s51.fits,z,19.860086,3
SPLUS-n12s51.fits,z,19.30537,5
SPLUS-n12s51.fits,z,18.505308,10
SPLUS-n12s51.fits,z,16.905018,50
SPLUS-n12s51.fits,g,21.036781,3
SPLUS-n12s51.fits,g,20.000267,5
SPLUS-n12s51.fits,g,19.702677,10
SPLUS-n12s51.fits,g,17.813929,50
SPLUS-n16s25.fits,J0378,20.219265,3
SPLUS-n16s25.fits,J0378,19.48029,5
SPLUS-n16s25.fits,J0378,18.08155,10
SPLUS-n16s25.fits,J0378,16.745747,50
SPLUS-n16s25.fits,J0395,19.593609,3
SPLUS-n16s25.fits,J0395,18.910973,5
SPLUS-n16s25.fits,J0395,17.672874,10
SPLUS-n16s25.fits,J0395,16.179543,50
SPLUS-n16s25.fits,J0410,19.287043,3
SPLUS-n16s25.fits,J0410,19.08797,5
SPLUS-n16s25.fits,J0410,18.25142,10
SPLUS-n16s25.fits,J0410,16.28233,50
SPLUS-n16s25.fits,J0430,19.507,3
SPLUS-n16s25.fits,J0430,19.202171,5
SPLUS-n16s25.fits,J0430,18.39952,10
SPLUS-n16s25.fits,J0430,16.370075,50
SPLUS-n16s25.fits,J0515,19.818745,3
SPLUS-n16s25.fits,J0515,19.218704,5
SPLUS-n16s25.fits,J0515,18.839981,10
SPLUS-n16s25.fits,J0515,16.520924,50
SPLUS-n16s25.fits,J0660,20.839796,3
SPLUS-n16s25.fits,J0660,20.292889,5
SPLUS-n16s25.fits,J0660,19.457233,10
SPLUS-n16s25.fits,J0660,17.672617,50
SPLUS-n16s25.fits,J0861,19.780643,3
SPLUS-n16s25.fits,J0861,19.210577,5
SPLUS-n16s25.fits,J0861,18.510384,10
SPLUS-n16s25.fits,J0861,16.627594,50
SPLUS-n16s25.fits,i,20.791138,3
SPLUS-n16s25.fits,i,19.891785,5
SPLUS-n16s25.fits,i,19.151688,10
SPLUS-n16s25.fits,i,17.681015,50
SPLUS-n16s25.fits,r,21.063545,3
SPLUS-n16s25.fits,r,20.215576,5
SPLUS-n16s25.fits,r,19.625893,10
SPLUS-n16s25.fits,r,18.17157,50
SPLUS-n16s25.fits,u,20.388054,3
SPLUS-n16s25.fits,u,19.682095,5
SPLUS-n16s25.fits,u,18.922386,10
SPLUS-n16s25.fits,u,17.249218,50
SPLUS-n16s25.fits,z,20.058952,3
SPLUS-n16s25.fits,z,19.367813,5
SPLUS-n16s25.fits,z,19.032322,10
SPLUS-n16s25.fits,z,17.127304,50
SPLUS-n16s25.fits,g,21.017992,3
SPLUS-n16s25.fits,g,20.008015,5
SPLUS-n16s25.fits,g,18.951378,10
SPLUS-n16s25.fits,g,18.004292,50
SPLUS-s22s48.fits,J0378,20.639847,3
SPLUS-s22s48.fits,J0378,19.139885,5
SPLUS-s22s48.fits,J0378,18.57075,10
SPLUS-s22s48.fits,J0378,16.94611,50
SPLUS-s22s48.fits,J0395,20.45804,3
SPLUS-s22s48.fits,J0395,19.54697,5
SPLUS-s22s48.fits,J0395,17.87267,10
SPLUS-s22s48.fits,J0395,16.910374,50
SPLUS-s22s48.fits,J0410,20.525415,3
SPLUS-s22s48.fits,J0410,20.216467,5
SPLUS-s22s48.fits,J0410,17.798672,10
SPLUS-s22s48.fits,J0410,17.092068,50
SPLUS-s22s48.fits,J0430,20.421432,3
SPLUS-s22s48.fits,J0430,20.43226,5
SPLUS-s22s48.fits,J0430,19.425072,10
SPLUS-s22s48.fits,J0430,16.78275,50
SPLUS-s22s48.fits,J0515,20.215328,3
SPLUS-s22s48.fits,J0515,19.45702,5
SPLUS-s22s48.fits,J0515,19.599464,10
SPLUS-s22s48.fits,J0515,17.286695,50
SPLUS-s22s48.fits,J0660,21.432184,3
SPLUS-s22s48.fits,J0660,20.63984,5
SPLUS-s22s48.fits,J0660,19.480537,10
SPLUS-s22s48.fits,J0660,17.530216,50
SPLUS-s22s48.fits,J0861,20.191103,3
SPLUS-s22s48.fits,J0861,19.277576,5
SPLUS-s22s48.fits,J0861,18.241596,10
SPLUS-s22s48.fits,J0861,17.235214,50
SPLUS-s22s48.fits,i,20.95011,3
SPLUS-s22s48.fits,i,20.141079,5
SPLUS-s22s48.fits,i,19.156734,10
SPLUS-s22s48.fits,i,17.936672,50
SPLUS-s22s48.fits,r,21.372307,3
SPLUS-s22s48.fits,r,20.615124,5
SPLUS-s22s48.fits,r,19.853447,10
SPLUS-s22s48.fits,r,18.508223,50
SPLUS-s22s48.fits,u,21.183247,3
SPLUS-s22s48.fits,u,20.584232,5
SPLUS-s22s48.fits,u,19.096233,10
SPLUS-s22s48.fits,u,17.760899,50
SPLUS-s22s48.fits,z,20.270021,3
SPLUS-s22s48.fits,z,19.62347,5
SPLUS-s22s48.fits,z,18.431082,10
SPLUS-s22s48.fits,z,17.103073,50
SPLUS-s22s48.fits,g,21.766548,3
SPLUS-s22s48.fits,g,20.879478,5
SPLUS-s22s48.fits,g,19.996822,10
SPLUS-s22s48.fits,g,18.612537,50
HYDRA_0124.fits,J0378,20.217667,3
HYDRA_0124.fits,J0378,19.575493,5
HYDRA_0124.fits,J0378,18.859516,10
HYDRA_0124.fits,J0378,16.636375,50
HYDRA_0124.fits,J0395,19.634216,3
HYDRA_0124.fits,J0395,19.185436,5
HYDRA_0124.fits,J0395,18.475904,10
HYDRA_0124.fits,J0395,16.50338,50
HYDRA_0124.fits,J0410,19.827965,3
HYDRA_0124.fits,J0410,19.104378,5
HYDRA_0124.fits,J0410,18.360493,10
HYDRA_0124.fits,J0410,16.707834,50
HYDRA_0124.fits,J0430,19.81594,3
HYDRA_0124.fits,J0430,19.42217,5
HYDRA_0124.fits,J0430,18.531929,10
HYDRA_0124.fits,J0430,16.639805,50
HYDRA_0124.fits,J0515,19.957355,3
HYDRA_0124.fits,J0515,19.546787,5
HYDRA_0124.fits,J0515,18.83263,10
HYDRA_0124.fits,J0515,16.954838,50
HYDRA_0124.fits,J0660,20.846352,3
HYDRA_0124.fits,J0660,20.340286,5
HYDRA_0124.fits,J0660,19.391228,10
HYDRA_0124.fits,J0660,17.944576,50
HYDRA_0124.fits,J0861,20.035336,3
HYDRA_0124.fits,J0861,19.450466,5
HYDRA_0124.fits,J0861,18.617954,10
HYDRA_0124.fits,J0861,16.837482,50
HYDRA_0124.fits,i,20.445248,3
HYDRA_0124.fits,i,19.892729,5
HYDRA_0124.fits,i,19.30716,10
HYDRA_0124.fits,i,17.712097,50
HYDRA_0124.fits,r,20.82106,3
HYDRA_0124.fits,r,20.318172,5
HYDRA_0124.fits,r,19.627407,10
HYDRA_0124.fits,r,17.977777,50
HYDRA_0124.fits,u,20.249855,3
HYDRA_0124.fits,u,19.786043,5
HYDRA_0124.fits,u,18.722275,10
HYDRA_0124.fits,u,16.990225,50
HYDRA_0124.fits,z,20.050434,3
HYDRA_0124.fits,z,19.602596,5
HYDRA_0124.fits,z,18.65685,10
HYDRA_0124.fits,z,17.16932,50
HYDRA_0124.fits,g,20.968805,3
HYDRA_0124.fits,g,20.44056,5
HYDRA_0124.fits,g,19.53444,10
HYDRA_0124.fits,g,17.899883,50
SPLUS-n19s38.fits,J0378,20.055553,3
SPLUS-n19s38.fits,J0378,19.243362,5
SPLUS-n19s38.fits,J0378,18.561886,10
SPLUS-n19s38.fits,J0378,16.666431,50
SPLUS-n19s38.fits,J0395,19.4745,3
SPLUS-n19s38.fits,J0395,18.782982,5
SPLUS-n19s38.fits,J0395,18.22316,10
SPLUS-n19s38.fits,J0395,16.270021,50
SPLUS-n19s38.fits,J0410,19.44926,3
SPLUS-n19s38.fits,J0410,19.029556,5
SPLUS-n19s38.fits,J0410,18.026293,10
SPLUS-n19s38.fits,J0410,16.148808,50
SPLUS-n19s38.fits,J0430,19.583767,3
SPLUS-n19s38.fits,J0430,19.077168,5
SPLUS-n19s38.fits,J0430,18.276417,10
SPLUS-n19s38.fits,J0430,16.453903,50
SPLUS-n19s38.fits,J0515,19.883583,3
SPLUS-n19s38.fits,J0515,19.232548,5
SPLUS-n19s38.fits,J0515,18.637138,10
SPLUS-n19s38.fits,J0515,16.772259,50
SPLUS-n19s38.fits,J0660,20.71369,3
SPLUS-n19s38.fits,J0660,20.245476,5
SPLUS-n19s38.fits,J0660,19.413416,10
SPLUS-n19s38.fits,J0660,17.353493,50
SPLUS-n19s38.fits,J0861,19.641735,3
SPLUS-n19s38.fits,J0861,19.142109,5
SPLUS-n19s38.fits,J0861,18.410389,10
SPLUS-n19s38.fits,J0861,16.407127,50
SPLUS-n19s38.fits,i,20.624588,3
SPLUS-n19s38.fits,i,19.856625,5
SPLUS-n19s38.fits,i,19.210403,10
SPLUS-n19s38.fits,i,17.692257,50
SPLUS-n19s38.fits,r,21.020823,3
SPLUS-n19s38.fits,r,20.031357,5
SPLUS-n19s38.fits,r,19.347687,10
SPLUS-n19s38.fits,r,18.063555,50
SPLUS-n19s38.fits,u,20.442585,3
SPLUS-n19s38.fits,u,19.620764,5
SPLUS-n19s38.fits,u,19.168957,10
SPLUS-n19s38.fits,u,17.314548,50
SPLUS-n19s38.fits,z,19.943623,3
SPLUS-n19s38.fits,z,19.298761,5
SPLUS-n19s38.fits,z,18.61522,10
SPLUS-n19s38.fits,z,17.09013,50
SPLUS-n19s38.fits,g,20.666437,3
SPLUS-n19s38.fits,g,20.296356,5
SPLUS-n19s38.fits,g,19.29752,10
SPLUS-n19s38.fits,g,17.638947,50
SPLUS-n18s40.fits,J0378,20.26794,3
SPLUS-n18s40.fits,J0378,19.616453,5
SPLUS-n18s40.fits,J0378,18.70437,10
SPLUS-n18s40.fits,J0378,16.815056,50
SPLUS-n18s40.fits,J0395,19.740185,3
SPLUS-n18s40.fits,J0395,19.321316,5
SPLUS-n18s40.fits,J0395,18.483574,10
SPLUS-n18s40.fits,J0395,16.090023,50
SPLUS-n18s40.fits,J0410,19.962208,3
SPLUS-n18s40.fits,J0410,19.055336,5
SPLUS-n18s40.fits,J0410,18.571075,10
SPLUS-n18s40.fits,J0410,16.3067,50
SPLUS-n18s40.fits,J0430,19.90519,3
SPLUS-n18s40.fits,J0430,19.10624,5
SPLUS-n18s40.fits,J0430,18.614578,10
SPLUS-n18s40.fits,J0430,16.64978,50
SPLUS-n18s40.fits,J0515,20.036783,3
SPLUS-n18s40.fits,J0515,19.458683,5
SPLUS-n18s40.fits,J0515,18.594799,10
SPLUS-n18s40.fits,J0515,16.819244,50
SPLUS-n18s40.fits,J0660,20.953423,3
SPLUS-n18s40.fits,J0660,20.359451,5
SPLUS-n18s40.fits,J0660,18.978977,10
SPLUS-n18s40.fits,J0660,17.851604,50
SPLUS-n18s40.fits,J0861,19.737083,3
SPLUS-n18s40.fits,J0861,19.0024,5
SPLUS-n18s40.fits,J0861,18.49591,10
SPLUS-n18s40.fits,J0861,16.735851,50
SPLUS-n18s40.fits,i,20.58276,3
SPLUS-n18s40.fits,i,19.901833,5
SPLUS-n18s40.fits,i,19.455582,10
SPLUS-n18s40.fits,i,17.532429,50
SPLUS-n18s40.fits,r,20.935102,3
SPLUS-n18s40.fits,r,20.072865,5
SPLUS-n18s40.fits,r,19.344397,10
SPLUS-n18s40.fits,r,17.928185,50
SPLUS-n18s40.fits,u,20.605324,3
SPLUS-n18s40.fits,u,19.934235,5
SPLUS-n18s40.fits,u,19.086258,10
SPLUS-n18s40.fits,u,17.229305,50
SPLUS-n18s40.fits,z,19.901161,3
SPLUS-n18s40.fits,z,19.415941,5
SPLUS-n18s40.fits,z,18.827816,10
SPLUS-n18s40.fits,z,16.903921,50
SPLUS-n18s40.fits,g,20.790085,3
SPLUS-n18s40.fits,g,20.324173,5
SPLUS-n18s40.fits,g,18.930882,10
SPLUS-n18s40.fits,g,17.682873,50
SPLUS-n02n23.fits,J0378,20.832146,3
SPLUS-n02n23.fits,J0378,19.287687,5
SPLUS-n02n23.fits,J0378,17.983204,10
SPLUS-n02n23.fits,J0378,17.009552,50
SPLUS-n02n23.fits,J0395,20.428738,3
SPLUS-n02n23.fits,J0395,19.810402,5
SPLUS-n02n23.fits,J0395,18.959606,10
SPLUS-n02n23.fits,J0395,16.418362,50
SPLUS-n02n23.fits,J0410,20.018932,3
SPLUS-n02n23.fits,J0410,20.011993,5
SPLUS-n02n23.fits,J0410,19.08173,10
SPLUS-n02n23.fits,J0410,16.206852,50
SPLUS-n02n23.fits,J0430,20.680256,3
SPLUS-n02n23.fits,J0430,19.947739,5
SPLUS-n02n23.fits,J0430,18.952997,10
SPLUS-n02n23.fits,J0430,17.163853,50
SPLUS-n02n23.fits,J0515,20.555458,3
SPLUS-n02n23.fits,J0515,20.093197,5
SPLUS-n02n23.fits,J0515,18.658363,10
SPLUS-n02n23.fits,J0515,17.40326,50
SPLUS-n02n23.fits,J0660,21.34567,3
SPLUS-n02n23.fits,J0660,20.585388,5
SPLUS-n02n23.fits,J0660,19.435257,10
SPLUS-n02n23.fits,J0660,18.12862,50
SPLUS-n02n23.fits,J0861,19.593475,3
SPLUS-n02n23.fits,J0861,19.214302,5
SPLUS-n02n23.fits,J0861,18.805458,10
SPLUS-n02n23.fits,J0861,17.054653,50
SPLUS-n02n23.fits,i,20.979237,3
SPLUS-n02n23.fits,i,20.20821,5
SPLUS-n02n23.fits,i,19.34506,10
SPLUS-n02n23.fits,i,17.879498,50
SPLUS-n02n23.fits,r,21.512032,3
SPLUS-n02n23.fits,r,20.302708,5
SPLUS-n02n23.fits,r,19.388632,10
SPLUS-n02n23.fits,r,18.349209,50
SPLUS-n02n23.fits,u,21.011612,3
SPLUS-n02n23.fits,u,19.945147,5
SPLUS-n02n23.fits,u,19.94957,10
SPLUS-n02n23.fits,u,16.84537,50
SPLUS-n02n23.fits,z,20.073555,3
SPLUS-n02n23.fits,z,19.435152,5
SPLUS-n02n23.fits,z,18.559628,10
SPLUS-n02n23.fits,z,17.218788,50
SPLUS-n02n23.fits,g,21.3704,3
SPLUS-n02n23.fits,g,20.575413,5
SPLUS-n02n23.fits,g,19.418465,10
SPLUS-n02n23.fits,g,18.112358,50
SPLUS-n15s53.fits,J0378,20.329994,3
SPLUS-n15s53.fits,J0378,19.494947,5
SPLUS-n15s53.fits,J0378,18.241169,10
SPLUS-n15s53.fits,J0378,16.719843,50
SPLUS-n15s53.fits,J0395,19.81203,3
SPLUS-n15s53.fits,J0395,19.222214,5
SPLUS-n15s53.fits,J0395,18.254799,10
SPLUS-n15s53.fits,J0395,16.393694,50
SPLUS-n15s53.fits,J0410,19.714819,3
SPLUS-n15s53.fits,J0410,18.760548,5
SPLUS-n15s53.fits,J0410,18.519821,10
SPLUS-n15s53.fits,J0410,16.006908,50
SPLUS-n15s53.fits,J0430,19.917774,3
SPLUS-n15s53.fits,J0430,19.3349,5
SPLUS-n15s53.fits,J0430,18.532364,10
SPLUS-n15s53.fits,J0430,16.605646,50
SPLUS-n15s53.fits,J0515,20.277355,3
SPLUS-n15s53.fits,J0515,19.483326,5
SPLUS-n15s53.fits,J0515,18.822445,10
SPLUS-n15s53.fits,J0515,17.043283,50
SPLUS-n15s53.fits,J0660,20.903889,3
SPLUS-n15s53.fits,J0660,20.213562,5
SPLUS-n15s53.fits,J0660,19.43819,10
SPLUS-n15s53.fits,J0660,17.955196,50
SPLUS-n15s53.fits,J0861,20.109234,3
SPLUS-n15s53.fits,J0861,19.476093,5
SPLUS-n15s53.fits,J0861,18.872341,10
SPLUS-n15s53.fits,J0861,17.025963,50
SPLUS-n15s53.fits,i,20.644304,3
SPLUS-n15s53.fits,i,20.042244,5
SPLUS-n15s53.fits,i,19.210648,10
SPLUS-n15s53.fits,i,17.976902,50
SPLUS-n15s53.fits,r,21.346539,3
SPLUS-n15s53.fits,r,20.591179,5
SPLUS-n15s53.fits,r,19.481396,10
SPLUS-n15s53.fits,r,18.124067,50
SPLUS-n15s53.fits,u,20.669975,3
SPLUS-n15s53.fits,u,20.227425,5
SPLUS-n15s53.fits,u,19.447647,10
SPLUS-n15s53.fits,u,17.471188,50
SPLUS-n15s53.fits,z,20.085945,3
SPLUS-n15s53.fits,z,19.721272,5
SPLUS-n15s53.fits,z,19.049955,10
SPLUS-n15s53.fits,z,17.267826,50
SPLUS-n15s53.fits,g,20.958809,3
SPLUS-n15s53.fits,g,20.504097,5
SPLUS-n15s53.fits,g,19.796293,10
SPLUS-n15s53.fits,g,17.679459,50
SPLUS-n11s15.fits,J0378,20.092049,3
SPLUS-n11s15.fits,J0378,18.861664,5
SPLUS-n11s15.fits,J0378,18.87088,10
SPLUS-n11s15.fits,J0378,16.234974,50
SPLUS-n11s15.fits,J0395,19.395874,3
SPLUS-n11s15.fits,J0395,18.900387,5
SPLUS-n11s15.fits,J0395,17.914106,10
SPLUS-n11s15.fits,J0395,16.018185,50
SPLUS-n11s15.fits,J0410,19.202175,3
SPLUS-n11s15.fits,J0410,19.32006,5
SPLUS-n11s15.fits,J0410,17.66211,10
SPLUS-n11s15.fits,J0410,16.14943,50
SPLUS-n11s15.fits,J0430,19.837425,3
SPLUS-n11s15.fits,J0430,19.176247,5
SPLUS-n11s15.fits,J0430,18.624325,10
SPLUS-n11s15.fits,J0430,16.31988,50
SPLUS-n11s15.fits,J0515,19.979616,3
SPLUS-n11s15.fits,J0515,19.623995,5
SPLUS-n11s15.fits,J0515,19.08343,10
SPLUS-n11s15.fits,J0515,16.86416,50
SPLUS-n11s15.fits,J0660,20.948761,3
SPLUS-n11s15.fits,J0660,20.054947,5
SPLUS-n11s15.fits,J0660,19.4581,10
SPLUS-n11s15.fits,J0660,17.871655,50
SPLUS-n11s15.fits,J0861,20.078606,3
SPLUS-n11s15.fits,J0861,19.341549,5
SPLUS-n11s15.fits,J0861,18.36686,10
SPLUS-n11s15.fits,J0861,16.9261,50
SPLUS-n11s15.fits,i,21.0527,3
SPLUS-n11s15.fits,i,20.180313,5
SPLUS-n11s15.fits,i,19.198597,10
SPLUS-n11s15.fits,i,17.667583,50
SPLUS-n11s15.fits,r,21.343082,3
SPLUS-n11s15.fits,r,20.61233,5
SPLUS-n11s15.fits,r,19.603596,10
SPLUS-n11s15.fits,r,18.324348,50
SPLUS-n11s15.fits,u,20.956297,3
SPLUS-n11s15.fits,u,19.36863,5
SPLUS-n11s15.fits,u,19.403915,10
SPLUS-n11s15.fits,u,17.191832,50
SPLUS-n11s15.fits,z,20.039127,3
SPLUS-n11s15.fits,z,19.445501,5
SPLUS-n11s15.fits,z,18.79001,10
SPLUS-n11s15.fits,z,17.22184,50
SPLUS-n11s15.fits,g,21.22236,3
SPLUS-n11s15.fits,g,20.02092,5
SPLUS-n11s15.fits,g,19.150913,10
SPLUS-n11s15.fits,g,18.01956,50
SPLUS-s30s26.fits,J0378,19.47858,3
SPLUS-s30s26.fits,J0378,18.542107,5
SPLUS-s30s26.fits,J0378,18.099686,10
SPLUS-s30s26.fits,J0378,16.099117,50
SPLUS-s30s26.fits,J0395,19.154533,3
SPLUS-s30s26.fits,J0395,18.460152,5
SPLUS-s30s26.fits,J0395,17.784382,10
SPLUS-s30s26.fits,J0395,16.240232,50
SPLUS-s30s26.fits,J0410,19.005194,3
SPLUS-s30s26.fits,J0410,18.035103,5
SPLUS-s30s26.fits,J0410,17.71832,10
SPLUS-s30s26.fits,J0410,16.02974,50
SPLUS-s30s26.fits,J0430,19.16573,3
SPLUS-s30s26.fits,J0430,18.48443,5
SPLUS-s30s26.fits,J0430,17.63403,10
SPLUS-s30s26.fits,J0430,16.044655,50
SPLUS-s30s26.fits,J0515,19.0963,3
SPLUS-s30s26.fits,J0515,18.64749,5
SPLUS-s30s26.fits,J0515,16.861664,10
SPLUS-s30s26.fits,J0515,16.426022,50
SPLUS-s30s26.fits,J0660,20.138184,3
SPLUS-s30s26.fits,J0660,19.572842,5
SPLUS-s30s26.fits,J0660,18.917568,10
SPLUS-s30s26.fits,J0660,16.95142,50
SPLUS-s30s26.fits,J0861,19.518856,3
SPLUS-s30s26.fits,J0861,18.937176,5
SPLUS-s30s26.fits,J0861,18.150707,10
SPLUS-s30s26.fits,J0861,16.775135,50
SPLUS-s30s26.fits,i,20.481167,3
SPLUS-s30s26.fits,i,19.672935,5
SPLUS-s30s26.fits,i,18.85773,10
SPLUS-s30s26.fits,i,17.530289,50
SPLUS-s30s26.fits,r,20.466673,3
SPLUS-s30s26.fits,r,19.469028,5
SPLUS-s30s26.fits,r,19.281857,10
SPLUS-s30s26.fits,r,16.627558,50
SPLUS-s30s26.fits,u,19.451767,3
SPLUS-s30s26.fits,u,17.443958,5
SPLUS-s30s26.fits,u,17.440176,10
SPLUS-s30s26.fits,u,16.402184,50
SPLUS-s30s26.fits,z,20.185562,3
SPLUS-s30s26.fits,z,19.272186,5
SPLUS-s30s26.fits,z,18.785774,10
SPLUS-s30s26.fits,z,16.964273,50
SPLUS-s30s26.fits,g,19.882385,3
SPLUS-s30s26.fits,g,19.271608,5
SPLUS-s30s26.fits,g,18.846085,10
SPLUS-s30s26.fits,g,16.619022,50
STRIPE82-0087.fits,J0378,20.122253,3
STRIPE82-0087.fits,J0378,19.450523,5
STRIPE82-0087.fits,J0378,18.443363,10
STRIPE82-0087.fits,J0378,17.038645,50
STRIPE82-0087.fits,J0395,19.767744,3
STRIPE82-0087.fits,J0395,19.285168,5
STRIPE82-0087.fits,J0395,18.545773,10
STRIPE82-0087.fits,J0395,16.797695,50
STRIPE82-0087.fits,J0410,20.038532,3
STRIPE82-0087.fits,J0410,19.608364,5
STRIPE82-0087.fits,J0410,18.75279,10
STRIPE82-0087.fits,J0410,17.109968,50
STRIPE82-0087.fits,J0430,19.582947,3
STRIPE82-0087.fits,J0430,19.587807,5
STRIPE82-0087.fits,J0430,18.680372,10
STRIPE82-0087.fits,J0430,17.001083,50
STRIPE82-0087.fits,J0515,19.658825,3
STRIPE82-0087.fits,J0515,19.670574,5
STRIPE82-0087.fits,J0515,18.820904,10
STRIPE82-0087.fits,J0515,17.354397,50
STRIPE82-0087.fits,J0660,20.481937,3
STRIPE82-0087.fits,J0660,19.771671,5
STRIPE82-0087.fits,J0660,19.288925,10
STRIPE82-0087.fits,J0660,17.430809,50
STRIPE82-0087.fits,J0861,19.802845,3
STRIPE82-0087.fits,J0861,19.341244,5
STRIPE82-0087.fits,J0861,18.338589,10
STRIPE82-0087.fits,J0861,16.860897,50
STRIPE82-0087.fits,i,20.440592,3
STRIPE82-0087.fits,i,19.770885,5
STRIPE82-0087.fits,i,19.02258,10
STRIPE82-0087.fits,i,17.63786,50
STRIPE82-0087.fits,r,20.754717,3
STRIPE82-0087.fits,r,20.345215,5
STRIPE82-0087.fits,r,19.372665,10
STRIPE82-0087.fits,r,17.906523,50
STRIPE82-0087.fits,u,20.77578,3
STRIPE82-0087.fits,u,20.263998,5
STRIPE82-0087.fits,u,19.547575,10
STRIPE82-0087.fits,u,17.564648,50
STRIPE82-0087.fits,z,19.718609,3
STRIPE82-0087.fits,z,19.470596,5
STRIPE82-0087.fits,z,18.59675,10
STRIPE82-0087.fits,z,17.013859,50
STRIPE82-0087.fits,g,21.071392,3
STRIPE82-0087.fits,g,20.19032,5
STRIPE82-0087.fits,g,19.93856,10
STRIPE82-0087.fits,g,18.331623,50
HYDRA_0133.fits,J0378,20.144028,3
HYDRA_0133.fits,J0378,19.407148,5
HYDRA_0133.fits,J0378,18.558578,10
HYDRA_0133.fits,J0378,16.889242,50
HYDRA_0133.fits,J0395,19.753616,3
HYDRA_0133.fits,J0395,18.986322,5
HYDRA_0133.fits,J0395,18.308056,10
HYDRA_0133.fits,J0395,16.355598,50
HYDRA_0133.fits,J0410,19.583366,3
HYDRA_0133.fits,J0410,18.785805,5
HYDRA_0133.fits,J0410,18.213394,10
HYDRA_0133.fits,J0410,16.37238,50
HYDRA_0133.fits,J0430,19.359173,3
HYDRA_0133.fits,J0430,18.96362,5
HYDRA_0133.fits,J0430,18.1319,10
HYDRA_0133.fits,J0430,16.258595,50
HYDRA_0133.fits,J0515,19.50055,3
HYDRA_0133.fits,J0515,19.042953,5
HYDRA_0133.fits,J0515,18.260386,10
HYDRA_0133.fits,J0515,16.516808,50
HYDRA_0133.fits,J0660,20.0918,3
HYDRA_0133.fits,J0660,19.685638,5
HYDRA_0133.fits,J0660,18.85688,10
HYDRA_0133.fits,J0660,17.010048,50
HYDRA_0133.fits,J0861,19.607529,3
HYDRA_0133.fits,J0861,19.071571,5
HYDRA_0133.fits,J0861,18.442398,10
HYDRA_0133.fits,J0861,16.76453,50
HYDRA_0133.fits,i,20.407597,3
HYDRA_0133.fits,i,19.53984,5
HYDRA_0133.fits,i,19.05304,10
HYDRA_0133.fits,i,17.433598,50
HYDRA_0133.fits,r,20.33847,3
HYDRA_0133.fits,r,19.394524,5
HYDRA_0133.fits,r,19.130844,10
HYDRA_0133.fits,r,17.346645,50
HYDRA_0133.fits,u,20.515362,3
HYDRA_0133.fits,u,20.004528,5
HYDRA_0133.fits,u,19.011518,10
HYDRA_0133.fits,u,17.213718,50
HYDRA_0133.fits,z,19.918621,3
HYDRA_0133.fits,z,19.44067,5
HYDRA_0133.fits,z,18.690556,10
