field,band,peak,snr_value
HYDRA_0133.fits,z,16.928556,50
HYDRA_0133.fits,g,20.300508,3
HYDRA_0133.fits,g,19.466602,5
HYDRA_0133.fits,g,19.062973,10
HYDRA_0133.fits,g,17.36124,50
SPLUS-s32s29.fits,J0378,19.70982,3
SPLUS-s32s29.fits,J0378,18.022507,5
SPLUS-s32s29.fits,J0378,18.049603,10
SPLUS-s32s29.fits,J0378,16.10797,50
SPLUS-s32s29.fits,J0395,19.134697,3
SPLUS-s32s29.fits,J0395,19.13335,5
SPLUS-s32s29.fits,J0395,17.869173,10
SPLUS-s32s29.fits,J0395,16.134827,50
SPLUS-s32s29.fits,J0410,19.534292,3
SPLUS-s32s29.fits,J0410,18.857437,5
SPLUS-s32s29.fits,J0410,17.525757,10
SPLUS-s32s29.fits,J0410,16.376545,50
SPLUS-s32s29.fits,J0430,19.287327,3
SPLUS-s32s29.fits,J0430,18.909983,5
SPLUS-s32s29.fits,J0430,18.28178,10
SPLUS-s32s29.fits,J0430,16.58399,50
SPLUS-s32s29.fits,J0515,19.593678,3
SPLUS-s32s29.fits,J0515,18.213898,5
SPLUS-s32s29.fits,J0515,18.236267,10
SPLUS-s32s29.fits,J0515,16.3785,50
SPLUS-s32s29.fits,J0660,21.00607,3
SPLUS-s32s29.fits,J0660,20.21883,5
SPLUS-s32s29.fits,J0660,18.942734,10
SPLUS-s32s29.fits,J0660,17.811323,50
SPLUS-s32s29.fits,J0861,19.251642,3
SPLUS-s32s29.fits,J0861,18.812332,5
SPLUS-s32s29.fits,J0861,17.865482,10
SPLUS-s32s29.fits,J0861,16.751938,50
SPLUS-s32s29.fits,i,20.24816,3
SPLUS-s32s29.fits,i,19.459904,5
SPLUS-s32s29.fits,i,18.703457,10
SPLUS-s32s29.fits,i,17.245424,50
SPLUS-s32s29.fits,r,21.309544,3
SPLUS-s32s29.fits,r,20.382793,5
SPLUS-s32s29.fits,r,19.471626,10
SPLUS-s32s29.fits,r,18.243975,50
SPLUS-s32s29.fits,u,20.651112,3
SPLUS-s32s29.fits,u,19.150578,5
SPLUS-s32s29.fits,u,19.042152,10
SPLUS-s32s29.fits,u,17.0671,50
SPLUS-s32s29.fits,z,19.768038,3
SPLUS-s32s29.fits,z,19.132965,5
SPLUS-s32s29.fits,z,17.735657,10
SPLUS-s32s29.fits,z,16.933645,50
SPLUS-s32s29.fits,g,21.187733,3
SPLUS-s32s29.fits,g,20.276743,5
SPLUS-s32s29.fits,g,18.892036,10
SPLUS-s32s29.fits,g,18.262978,50
SPLUS-s25s68.fits,J0378,19.19532,3
SPLUS-s25s68.fits,J0378,18.492596,5
SPLUS-s25s68.fits,J0378,17.43851,10
SPLUS-s25s68.fits,J0378,16.384426,50
SPLUS-s25s68.fits,J0395,18.865837,3
SPLUS-s25s68.fits,J0395,17.868309,5
SPLUS-s25s68.fits,J0395,17.448296,10
SPLUS-s25s68.fits,J0395,16.03298,50
SPLUS-s25s68.fits,J0410,18.65245,3
SPLUS-s25s68.fits,J0410,18.39711,5
SPLUS-s25s68.fits,J0410,17.409674,10
SPLUS-s25s68.fits,J0410,16.385778,50
SPLUS-s25s68.fits,J0430,18.98161,3
SPLUS-s25s68.fits,J0430,17.990618,5
SPLUS-s25s68.fits,J0430,16.934593,10
SPLUS-s25s68.fits,J0430,16.022453,50
SPLUS-s25s68.fits,J0515,18.723991,3
SPLUS-s25s68.fits,J0515,18.20782,5
SPLUS-s25s68.fits,J0515,17.346376,10
SPLUS-s25s68.fits,J0515,16.085625,50
SPLUS-s25s68.fits,J0660,20.059885,3
SPLUS-s25s68.fits,J0660,19.52089,5
SPLUS-s25s68.fits,J0660,18.607548,10
SPLUS-s25s68.fits,J0660,16.89935,50
SPLUS-s25s68.fits,J0861,19.485521,3
SPLUS-s25s68.fits,J0861,18.778515,5
SPLUS-s25s68.fits,J0861,18.324383,10
SPLUS-s25s68.fits,J0861,16.353155,50
SPLUS-s25s68.fits,i,20.016315,3
SPLUS-s25s68.fits,i,19.453743,5
SPLUS-s25s68.fits,i,18.60247,10
SPLUS-s25s68.fits,i,17.104532,50
SPLUS-s25s68.fits,r,20.230812,3
SPLUS-s25s68.fits,r,19.596485,5
SPLUS-s25s68.fits,r,18.607239,10
SPLUS-s25s68.fits,r,17.081291,50
SPLUS-s25s68.fits,u,19.601187,3
SPLUS-s25s68.fits,u,19.18199,5
SPLUS-s25s68.fits,u,18.413464,10
SPLUS-s25s68.fits,u,16.596945,50
SPLUS-s25s68.fits,z,19.511257,3
SPLUS-s25s68.fits,z,18.955147,5
SPLUS-s25s68.fits,z,17.845333,10
SPLUS-s25s68.fits,z,16.38797,50
SPLUS-s25s68.fits,g,19.779398,3
SPLUS-s25s68.fits,g,19.189198,5
SPLUS-s25s68.fits,g,18.730152,10
SPLUS-s25s68.fits,g,17.09071,50
SPLUS-n10s53.fits,J0378,20.32777,3
SPLUS-n10s53.fits,J0378,19.65345,5
SPLUS-n10s53.fits,J0378,19.019642,10
SPLUS-n10s53.fits,J0378,16.83322,50
SPLUS-n10s53.fits,J0395,19.941803,3
SPLUS-n10s53.fits,J0395,19.190826,5
SPLUS-n10s53.fits,J0395,18.44122,10
SPLUS-n10s53.fits,J0395,16.366905,50
SPLUS-n10s53.fits,J0410,20.051414,3
SPLUS-n10s53.fits,J0410,19.579239,5
SPLUS-n10s53.fits,J0410,18.245346,10
SPLUS-n10s53.fits,J0410,16.910805,50
SPLUS-n10s53.fits,J0430,20.059057,3
SPLUS-n10s53.fits,J0430,19.418161,5
SPLUS-n10s53.fits,J0430,18.790653,10
SPLUS-n10s53.fits,J0430,16.947918,50
SPLUS-n10s53.fits,J0515,20.085108,3
SPLUS-n10s53.fits,J0515,18.752506,5
SPLUS-n10s53.fits,J0515,18.753407,10
SPLUS-n10s53.fits,J0515,17.19069,50
SPLUS-n10s53.fits,J0660,20.661722,3
SPLUS-n10s53.fits,J0660,20.136686,5
SPLUS-n10s53.fits,J0660,19.426933,10
SPLUS-n10s53.fits,J0660,17.83379,50
SPLUS-n10s53.fits,J0861,19.474693,3
SPLUS-n10s53.fits,J0861,19.084312,5
SPLUS-n10s53.fits,J0861,18.268494,10
SPLUS-n10s53.fits,J0861,16.513128,50
SPLUS-n10s53.fits,i,20.492493,3
SPLUS-n10s53.fits,i,20.139341,5
SPLUS-n10s53.fits,i,18.982063,10
SPLUS-n10s53.fits,i,17.482761,50
SPLUS-n10s53.fits,r,20.985567,3
SPLUS-n10s53.fits,r,20.323795,5
SPLUS-n10s53.fits,r,19.406105,10
SPLUS-n10s53.fits,r,18.100294,50
SPLUS-n10s53.fits,u,20.626808,3
SPLUS-n10s53.fits,u,19.99411,5
SPLUS-n10s53.fits,u,19.167763,10
SPLUS-n10s53.fits,u,17.233257,50
SPLUS-n10s53.fits,z,19.69334,3
SPLUS-n10s53.fits,z,19.154087,5
SPLUS-n10s53.fits,z,18.81977,10
SPLUS-n10s53.fits,z,17.17993,50
SPLUS-n10s53.fits,g,20.879044,3
SPLUS-n10s53.fits,g,19.863163,5
SPLUS-n10s53.fits,g,19.464153,10
SPLUS-n10s53.fits,g,18.101742,50
SPLUS-n01s05.fits,J0378,19.481178,3
SPLUS-n01s05.fits,J0378,19.4917,5
SPLUS-n01s05.fits,J0378,18.093376,10
SPLUS-n01s05.fits,J0378,16.404518,50
SPLUS-n01s05.fits,J0395,19.780148,3
SPLUS-n01s05.fits,J0395,19.061766,5
SPLUS-n01s05.fits,J0395,17.966686,10
SPLUS-n01s05.fits,J0395,16.061693,50
SPLUS-n01s05.fits,J0410,19.750685,3
SPLUS-n01s05.fits,J0410,19.061317,5
SPLUS-n01s05.fits,J0410,18.271505,10
SPLUS-n01s05.fits,J0410,16.55275,50
SPLUS-n01s05.fits,J0430,19.062569,3
SPLUS-n01s05.fits,J0430,18.11392,5
SPLUS-n01s05.fits,J0430,18.105152,10
SPLUS-n01s05.fits,J0430,16.434113,50
SPLUS-n01s05.fits,J0515,20.125671,3
SPLUS-n01s05.fits,J0515,19.053696,5
SPLUS-n01s05.fits,J0515,18.011152,10
SPLUS-n01s05.fits,J0515,16.221832,50
SPLUS-n01s05.fits,J0660,20.773829,3
SPLUS-n01s05.fits,J0660,19.590672,5
SPLUS-n01s05.fits,J0660,18.595215,10
SPLUS-n01s05.fits,J0660,17.395618,50
SPLUS-n01s05.fits,J0861,19.278763,3
SPLUS-n01s05.fits,J0861,19.00655,5
SPLUS-n01s05.fits,J0861,18.453938,10
SPLUS-n01s05.fits,J0861,16.463438,50
SPLUS-n01s05.fits,i,20.526089,3
SPLUS-n01s05.fits,i,20.082403,5
SPLUS-n01s05.fits,i,19.02592,10
SPLUS-n01s05.fits,i,17.417862,50
SPLUS-n01s05.fits,r,20.921265,3
SPLUS-n01s05.fits,r,19.9463,5
SPLUS-n01s05.fits,r,19.00479,10
SPLUS-n01s05.fits,r,17.28017,50
SPLUS-n01s05.fits,u,20.07854,3
SPLUS-n01s05.fits,u,19.566004,5
SPLUS-n01s05.fits,u,18.195333,10
SPLUS-n01s05.fits,u,17.342323,50
SPLUS-n01s05.fits,z,19.601372,3
SPLUS-n01s05.fits,z,18.850536,5
SPLUS-n01s05.fits,z,18.196388,10
SPLUS-n01s05.fits,z,16.837109,50
SPLUS-n01s05.fits,g,20.870975,3
SPLUS-n01s05.fits,g,19.935331,5
SPLUS-n01s05.fits,g,19.278927,10
SPLUS-n01s05.fits,g,17.523014,50
HYDRA_0128.fits,J0378,20.101288,3
HYDRA_0128.fits,J0378,19.918148,5
HYDRA_0128.fits,J0378,19.203238,10
HYDRA_0128.fits,J0378,17.269192,50
HYDRA_0128.fits,J0395,19.982979,3
HYDRA_0128.fits,J0395,19.514025,5
HYDRA_0128.fits,J0395,18.757332,10
HYDRA_0128.fits,J0395,16.552893,50
HYDRA_0128.fits,J0410,19.741627,3
HYDRA_0128.fits,J0410,19.43948,5
HYDRA_0128.fits,J0410,18.97248,10
HYDRA_0128.fits,J0410,16.415966,50
HYDRA_0128.fits,J0430,20.425468,3
HYDRA_0128.fits,J0430,19.548067,5
HYDRA_0128.fits,J0430,19.0494,10
HYDRA_0128.fits,J0430,16.629333,50
HYDRA_0128.fits,J0515,20.234715,3
HYDRA_0128.fits,J0515,19.61898,5
HYDRA_0128.fits,J0515,18.896954,10
HYDRA_0128.fits,J0515,16.886513,50
HYDRA_0128.fits,J0660,21.223343,3
HYDRA_0128.fits,J0660,20.332691,5
HYDRA_0128.fits,J0660,19.377235,10
HYDRA_0128.fits,J0660,17.828894,50
HYDRA_0128.fits,J0861,19.964767,3
HYDRA_0128.fits,J0861,19.346493,5
HYDRA_0128.fits,J0861,18.539656,10
HYDRA_0128.fits,J0861,16.706621,50
HYDRA_0128.fits,i,20.68445,3
HYDRA_0128.fits,i,19.960426,5
HYDRA_0128.fits,i,19.265423,10
HYDRA_0128.fits,i,17.669453,50
HYDRA_0128.fits,r,21.171448,3
HYDRA_0128.fits,r,20.700424,5
HYDRA_0128.fits,r,19.671364,10
HYDRA_0128.fits,r,18.33994,50
HYDRA_0128.fits,u,20.699322,3
HYDRA_0128.fits,u,20.03881,5
HYDRA_0128.fits,u,19.155289,10
HYDRA_0128.fits,u,17.38607,50
HYDRA_0128.fits,z,19.884552,3
HYDRA_0128.fits,z,19.326174,5
HYDRA_0128.fits,z,18.787748,10
HYDRA_0128.fits,z,16.86246,50
HYDRA_0128.fits,g,21.207985,3
HYDRA_0128.fits,g,20.575047,5
HYDRA_0128.fits,g,19.43457,10
HYDRA_0128.fits,g,17.96751,50
SPLUS-s27s16.fits,J0378,19.930868,3
SPLUS-s27s16.fits,J0378,18.897404,5
SPLUS-s27s16.fits,J0378,18.032604,10
SPLUS-s27s16.fits,J0378,16.425167,50
SPLUS-s27s16.fits,J0395,19.898087,3
SPLUS-s27s16.fits,J0395,18.941284,5
SPLUS-s27s16.fits,J0395,17.251255,10
SPLUS-s27s16.fits,J0395,16.30383,50
SPLUS-s27s16.fits,J0410,19.69403,3
SPLUS-s27s16.fits,J0410,19.30439,5
SPLUS-s27s16.fits,J0410,18.112684,10
SPLUS-s27s16.fits,J0410,16.532475,50
SPLUS-s27s16.fits,J0430,19.91372,3
SPLUS-s27s16.fits,J0430,19.246462,5
SPLUS-s27s16.fits,J0430,17.622849,10
SPLUS-s27s16.fits,J0430,16.608843,50
SPLUS-s27s16.fits,J0515,19.787155,3
SPLUS-s27s16.fits,J0515,18.826687,5
SPLUS-s27s16.fits,J0515,18.735672,10
SPLUS-s27s16.fits,J0515,16.766563,50
SPLUS-s27s16.fits,J0660,21.220558,3
SPLUS-s27s16.fits,J0660,20.296402,5
SPLUS-s27s16.fits,J0660,19.524763,10
SPLUS-s27s16.fits,J0660,17.450928,50
SPLUS-s27s16.fits,J0861,19.763697,3
SPLUS-s27s16.fits,J0861,18.922733,5
SPLUS-s27s16.fits,J0861,17.930101,10
SPLUS-s27s16.fits,J0861,16.925945,50
SPLUS-s27s16.fits,i,20.934547,3
SPLUS-s27s16.fits,i,20.24987,5
SPLUS-s27s16.fits,i,19.437706,10
SPLUS-s27s16.fits,i,17.737022,50
SPLUS-s27s16.fits,r,21.419136,3
SPLUS-s27s16.fits,r,20.234375,5
SPLUS-s27s16.fits,r,19.590206,10
SPLUS-s27s16.fits,r,18.398327,50
SPLUS-s27s16.fits,u,20.8494,3
SPLUS-s27s16.fits,u,19.238811,5
SPLUS-s27s16.fits,u,19.258644,10
SPLUS-s27s16.fits,u,17.325253,50
SPLUS-s27s16.fits,z,20.04531,3
SPLUS-s27s16.fits,z,19.499249,5
SPLUS-s27s16.fits,z,18.384869,10
SPLUS-s27s16.fits,z,17.30296,50
SPLUS-s27s16.fits,g,21.256783,3
SPLUS-s27s16.fits,g,20.350143,5
SPLUS-s27s16.fits,g,18.941853,10
SPLUS-s27s16.fits,g,18.088234,50
SPLUS-s18s24.fits,J0378,19.878311,3
SPLUS-s18s24.fits,J0378,18.81832,5
SPLUS-s18s24.fits,J0378,18.20464,10
SPLUS-s18s24.fits,J0378,16.530972,50
SPLUS-s18s24.fits,J0395,19.248653,3
SPLUS-s18s24.fits,J0395,18.593252,5
SPLUS-s18s24.fits,J0395,17.718086,10
SPLUS-s18s24.fits,J0395,16.068848,50
SPLUS-s18s24.fits,J0410,19.145483,3
SPLUS-s18s24.fits,J0410,18.649048,5
SPLUS-s18s24.fits,J0410,17.562534,10
SPLUS-s18s24.fits,J0410,16.09476,50
SPLUS-s18s24.fits,J0430,19.3753,3
SPLUS-s18s24.fits,J0430,18.220055,5
SPLUS-s18s24.fits,J0430,17.970226,10
SPLUS-s18s24.fits,J0430,16.221684,50
SPLUS-s18s24.fits,J0515,19.096304,3
SPLUS-s18s24.fits,J0515,18.962364,5
SPLUS-s18s24.fits,J0515,17.97062,10
SPLUS-s18s24.fits,J0515,16.601208,50
SPLUS-s18s24.fits,J0660,20.695408,3
SPLUS-s18s24.fits,J0660,19.718948,5
SPLUS-s18s24.fits,J0660,18.833431,10
SPLUS-s18s24.fits,J0660,17.324486,50
SPLUS-s18s24.fits,J0861,19.736362,3
SPLUS-s18s24.fits,J0861,18.87256,5
SPLUS-s18s24.fits,J0861,18.27098,10
SPLUS-s18s24.fits,J0861,16.88608,50
SPLUS-s18s24.fits,i,20.500843,3
SPLUS-s18s24.fits,i,19.999886,5
SPLUS-s18s24.fits,i,19.041885,10
SPLUS-s18s24.fits,i,17.299063,50
SPLUS-s18s24.fits,r,20.416231,3
SPLUS-s18s24.fits,r,19.664122,5
SPLUS-s18s24.fits,r,19.17268,10
SPLUS-s18s24.fits,r,17.765732,50
SPLUS-s18s24.fits,u,19.90044,3
SPLUS-s18s24.fits,u,19.16521,5
SPLUS-s18s24.fits,u,18.054756,10
SPLUS-s18s24.fits,u,16.604633,50
SPLUS-s18s24.fits,z,20.098938,3
SPLUS-s18s24.fits,z,19.315992,5
SPLUS-s18s24.fits,z,18.87568,10
SPLUS-s18s24.fits,z,17.222157,50
SPLUS-s18s24.fits,g,20.592793,3
SPLUS-s18s24.fits,g,19.355095,5
SPLUS-s18s24.fits,g,19.115448,10
SPLUS-s18s24.fits,g,17.252745,50
HYDRA_0107.fits,J0378,19.62174,3
HYDRA_0107.fits,J0378,18.99416,5
HYDRA_0107.fits,J0378,18.075924,10
HYDRA_0107.fits,J0378,16.474388,50
HYDRA_0107.fits,J0395,19.43305,3
HYDRA_0107.fits,J0395,18.892776,5
HYDRA_0107.fits,J0395,17.931332,10
HYDRA_0107.fits,J0395,16.396626,50
HYDRA_0107.fits,J0410,19.166279,3
HYDRA_0107.fits,J0410,18.60567,5
HYDRA_0107.fits,J0410,17.970745,10
HYDRA_0107.fits,J0410,16.183832,50
HYDRA_0107.fits,J0430,19.397038,3
HYDRA_0107.fits,J0430,18.547688,5
HYDRA_0107.fits,J0430,17.803638,10
HYDRA_0107.fits,J0430,16.26688,50
HYDRA_0107.fits,J0515,19.586853,3
HYDRA_0107.fits,J0515,18.818676,5
HYDRA_0107.fits,J0515,18.228168,10
HYDRA_0107.fits,J0515,16.520588,50
HYDRA_0107.fits,J0660,20.104755,3
HYDRA_0107.fits,J0660,19.41523,5
HYDRA_0107.fits,J0660,18.656097,10
HYDRA_0107.fits,J0660,17.21864,50
HYDRA_0107.fits,J0861,19.345844,3
HYDRA_0107.fits,J0861,19.018223,5
HYDRA_0107.fits,J0861,18.21048,10
HYDRA_0107.fits,J0861,16.575394,50
HYDRA_0107.fits,i,20.269665,3
HYDRA_0107.fits,i,19.733864,5
HYDRA_0107.fits,i,18.666222,10
HYDRA_0107.fits,i,17.265144,50
HYDRA_0107.fits,r,19.823124,3
HYDRA_0107.fits,r,19.446028,5
HYDRA_0107.fits,r,18.810463,10
HYDRA_0107.fits,r,17.377052,50
HYDRA_0107.fits,u,20.086517,3
HYDRA_0107.fits,u,19.30743,5
HYDRA_0107.fits,u,18.522516,10
HYDRA_0107.fits,u,16.249662,50
HYDRA_0107.fits,z,19.598213,3
HYDRA_0107.fits,z,18.893753,5
HYDRA_0107.fits,z,18.063843,10
HYDRA_0107.fits,z,16.611858,50
HYDRA_0107.fits,g,20.067772,3
HYDRA_0107.fits,g,19.377892,5
HYDRA_0107.fits,g,18.659668,10
HYDRA_0107.fits,g,16.895363,50
SPLUS-n10s29.fits,J0378,20.401398,3
SPLUS-n10s29.fits,J0378,20.064322,5
SPLUS-n10s29.fits,J0378,19.197117,10
SPLUS-n10s29.fits,J0378,17.306566,50
SPLUS-n10s29.fits,J0395,20.219578,3
SPLUS-n10s29.fits,J0395,19.219536,5
SPLUS-n10s29.fits,J0395,18.081215,10
SPLUS-n10s29.fits,J0395,16.248775,50
SPLUS-n10s29.fits,J0410,20.259012,3
SPLUS-n10s29.fits,J0410,19.578896,5
SPLUS-n10s29.fits,J0410,18.683893,10
SPLUS-n10s29.fits,J0410,16.818773,50
SPLUS-n10s29.fits,J0430,20.297703,3
SPLUS-n10s29.fits,J0430,19.693724,5
SPLUS-n10s29.fits,J0430,19.254147,10
SPLUS-n10s29.fits,J0430,16.77404,50
SPLUS-n10s29.fits,J0515,20.476402,3
SPLUS-n10s29.fits,J0515,19.226915,5
SPLUS-n10s29.fits,J0515,19.22017,10
SPLUS-n10s29.fits,J0515,17.354218,50
SPLUS-n10s29.fits,J0660,20.991913,3
SPLUS-n10s29.fits,J0660,20.481892,5
SPLUS-n10s29.fits,J0660,19.534714,10
SPLUS-n10s29.fits,J0660,18.077518,50
SPLUS-n10s29.fits,J0861,19.788532,3
SPLUS-n10s29.fits,J0861,19.363699,5
SPLUS-n10s29.fits,J0861,18.089203,10
SPLUS-n10s29.fits,J0861,16.956318,50
SPLUS-n10s29.fits,i,21.13795,3
SPLUS-n10s29.fits,i,20.148247,5
SPLUS-n10s29.fits,i,19.02597,10
SPLUS-n10s29.fits,i,17.906342,50
SPLUS-n10s29.fits,r,21.00217,3
SPLUS-n10s29.fits,r,19.901093,5
SPLUS-n10s29.fits,r,19.130653,10
SPLUS-n10s29.fits,r,17.648014,50
SPLUS-n10s29.fits,u,20.920746,3
SPLUS-n10s29.fits,u,20.047283,5
SPLUS-n10s29.fits,u,18.416656,10
SPLUS-n10s29.fits,u,17.223225,50
SPLUS-n10s29.fits,z,20.42016,3
SPLUS-n10s29.fits,z,19.431988,5
SPLUS-n10s29.fits,z,18.749802,10
SPLUS-n10s29.fits,z,17.264572,50
SPLUS-n10s29.fits,g,21.458061,3
SPLUS-n10s29.fits,g,20.835316,5
SPLUS-n10s29.fits,g,19.702803,10
SPLUS-n10s29.fits,g,18.337494,50
SPLUS-s22s31.fits,J0378,19.960955,3
SPLUS-s22s31.fits,J0378,18.148565,5
SPLUS-s22s31.fits,J0378,18.15001,10
SPLUS-s22s31.fits,J0378,16.365704,50
SPLUS-s22s31.fits,J0395,19.444756,3
SPLUS-s22s31.fits,J0395,18.77752,5
SPLUS-s22s31.fits,J0395,17.767277,10
SPLUS-s22s31.fits,J0395,16.235353,50
SPLUS-s22s31.fits,J0410,19.286667,3
SPLUS-s22s31.fits,J0410,18.589771,5
SPLUS-s22s31.fits,J0410,18.017324,10
SPLUS-s22s31.fits,J0410,16.294952,50
SPLUS-s22s31.fits,J0430,19.623173,3
SPLUS-s22s31.fits,J0430,18.93969,5
SPLUS-s22s31.fits,J0430,18.14949,10
SPLUS-s22s31.fits,J0430,16.239521,50
SPLUS-s22s31.fits,J0515,19.820213,3
SPLUS-s22s31.fits,J0515,19.214947,5
SPLUS-s22s31.fits,J0515,17.885489,10
SPLUS-s22s31.fits,J0515,16.636162,50
SPLUS-s22s31.fits,J0660,20.895864,3
SPLUS-s22s31.fits,J0660,20.160034,5
SPLUS-s22s31.fits,J0660,19.084648,10
SPLUS-s22s31.fits,J0660,17.876377,50
SPLUS-s22s31.fits,J0861,19.826456,3
SPLUS-s22s31.fits,J0861,19.106182,5
SPLUS-s22s31.fits,J0861,18.257515,10
SPLUS-s22s31.fits,J0861,16.946495,50
SPLUS-s22s31.fits,i,20.921976,3
SPLUS-s22s31.fits,i,20.239603,5
SPLUS-s22s31.fits,i,19.309399,10
SPLUS-s22s31.fits,i,17.42345,50
SPLUS-s22s31.fits,r,21.085836,3
SPLUS-s22s31.fits,r,20.38478,5
SPLUS-s22s31.fits,r,19.43399,10
SPLUS-s22s31.fits,r,18.018448,50
SPLUS-s22s31.fits,u,20.099285,3
SPLUS-s22s31.fits,u,20.00484,5
SPLUS-s22s31.fits,u,18.47908,10
SPLUS-s22s31.fits,u,17.35569,50
SPLUS-s22s31.fits,z,20.176836,3
SPLUS-s22s31.fits,z,19.519936,5
SPLUS-s22s31.fits,z,18.744003,10
SPLUS-s22s31.fits,z,16.98614,50
SPLUS-s22s31.fits,g,20.608973,3
SPLUS-s22s31.fits,g,19.429472,5
SPLUS-s22s31.fits,g,19.412804,10
SPLUS-s22s31.fits,g,17.611412,50
SPLUS-s37s32.fits,J0378,19.777649,3
SPLUS-s37s32.fits,J0378,18.240673,5
SPLUS-s37s32.fits,J0378,18.265549,10
SPLUS-s37s32.fits,J0378,16.240084,50
SPLUS-s37s32.fits,J0395,19.34903,3
SPLUS-s37s32.fits,J0395,17.608667,5
SPLUS-s37s32.fits,J0395,17.08538,10
SPLUS-s37s32.fits,J0395,16.108097,50
SPLUS-s37s32.fits,J0410,19.559599,3
SPLUS-s37s32.fits,J0410,18.684372,5
SPLUS-s37s32.fits,J0410,17.845682,10
SPLUS-s37s32.fits,J0410,16.330252,50
SPLUS-s37s32.fits,J0430,19.601624,3
SPLUS-s37s32.fits,J0430,18.326065,5
SPLUS-s37s32.fits,J0430,17.39415,10
SPLUS-s37s32.fits,J0430,16.114363,50
SPLUS-s37s32.fits,J0515,19.879765,3
SPLUS-s37s32.fits,J0515,19.30434,5
SPLUS-s37s32.fits,J0515,18.344807,10
SPLUS-s37s32.fits,J0515,16.272345,50
SPLUS-s37s32.fits,J0660,20.776686,3
SPLUS-s37s32.fits,J0660,19.995174,5
SPLUS-s37s32.fits,J0660,19.208775,10
SPLUS-s37s32.fits,J0660,17.558498,50
SPLUS-s37s32.fits,J0861,19.552988,3
SPLUS-s37s32.fits,J0861,18.934431,5
SPLUS-s37s32.fits,J0861,17.735704,10
SPLUS-s37s32.fits,J0861,16.22816,50
SPLUS-s37s32.fits,i,20.616405,3
SPLUS-s37s32.fits,i,19.56702,5
SPLUS-s37s32.fits,i,18.904934,10
SPLUS-s37s32.fits,i,17.529217,50
SPLUS-s37s32.fits,r,21.215267,3
SPLUS-s37s32.fits,r,20.474651,5
SPLUS-s37s32.fits,r,19.346733,10
SPLUS-s37s32.fits,r,17.501099,50
SPLUS-s37s32.fits,u,19.865864,3
SPLUS-s37s32.fits,u,19.204573,5
SPLUS-s37s32.fits,u,18.354408,10
SPLUS-s37s32.fits,u,17.249481,50
SPLUS-s37s32.fits,z,19.875488,3
SPLUS-s37s32.fits,z,19.018147,5
SPLUS-s37s32.fits,z,18.166462,10
SPLUS-s37s32.fits,z,16.191923,50
SPLUS-s37s32.fits,g,20.986965,3
SPLUS-s37s32.fits,g,19.955376,5
SPLUS-s37s32.fits,g,19.417675,10
SPLUS-s37s32.fits,g,17.682724,50
SPLUS-s23s31.fits,J0378,19.812912,3
SPLUS-s23s31.fits,J0378,18.431862,5
SPLUS-s23s31.fits,J0378,18.311739,10
SPLUS-s23s31.fits,J0378,16.89855,50
SPLUS-s23s31.fits,J0395,19.511303,3
SPLUS-s23s31.fits,J0395,18.909595,5
SPLUS-s23s31.fits,J0395,17.887772,10
SPLUS-s23s31.fits,J0395,16.455912,50
SPLUS-s23s31.fits,J0410,19.705448,3
SPLUS-s23s31.fits,J0410,18.746334,5
SPLUS-s23s31.fits,J0410,17.541985,10
SPLUS-s23s31.fits,J0410,16.110199,50
SPLUS-s23s31.fits,J0430,19.639835,3
SPLUS-s23s31.fits,J0430,18.691975,5
SPLUS-s23s31.fits,J0430,18.107693,10
SPLUS-s23s31.fits,J0430,16.253105,50
SPLUS-s23s31.fits,J0515,19.641846,3
SPLUS-s23s31.fits,J0515,18.73267,5
SPLUS-s23s31.fits,J0515,18.609451,10
SPLUS-s23s31.fits,J0515,16.631197,50
SPLUS-s23s31.fits,J0660,20.765121,3
SPLUS-s23s31.fits,J0660,20.194403,5
SPLUS-s23s31.fits,J0660,19.411324,10
SPLUS-s23s31.fits,J0660,17.493587,50
SPLUS-s23s31.fits,J0861,19.47855,3
SPLUS-s23s31.fits,J0861,18.707008,5
SPLUS-s23s31.fits,J0861,18.241821,10
SPLUS-s23s31.fits,J0861,16.67086,50
SPLUS-s23s31.fits,i,20.812214,3
SPLUS-s23s31.fits,i,19.933266,5
SPLUS-s23s31.fits,i,18.851013,10
SPLUS-s23s31.fits,i,17.615643,50
SPLUS-s23s31.fits,r,20.99638,3
SPLUS-s23s31.fits,r,20.473442,5
SPLUS-s23s31.fits,r,19.581165,10
SPLUS-s23s31.fits,r,17.21471,50
SPLUS-s23s31.fits,u,20.54688,3
SPLUS-s23s31.fits,u,19.862421,5
SPLUS-s23s31.fits,u,18.975548,10
SPLUS-s23s31.fits,u,16.867407,50
SPLUS-s23s31.fits,z,19.680727,3
SPLUS-s23s31.fits,z,19.09364,5
SPLUS-s23s31.fits,z,18.53334,10
SPLUS-s23s31.fits,z,16.620852,50
SPLUS-s23s31.fits,g,20.730045,3
SPLUS-s23s31.fits,g,20.30312,5
SPLUS-s23s31.fits,g,19.239677,10
SPLUS-s23s31.fits,g,17.981354,50
SPLUS-n19s13.fits,J0378,19.74165,3
SPLUS-n19s13.fits,J0378,19.11667,5
SPLUS-n19s13.fits,J0378,18.373028,10
SPLUS-n19s13.fits,J0378,16.581936,50
SPLUS-n19s13.fits,J0395,19.180958,3
SPLUS-n19s13.fits,J0395,19.216682,5
